STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
FL,39,H,M,3,12,N,L,E,B,T,2
other,43,H,M,3,,Y,L,E,B,R,2
GA,31,H,F,3,,Y,L,F,B,C,3
IL,49,H,M,2,,N,L,G,D,R,2
other,35,H,F,3,,N,L,G,D,T,1
other,43,H,M,3,,N,L,F,D,R,2
MO,21,N,F,0,,N,L,E,B,S,3
FL,34,H,F,3,,N,L,G,B,T,1
CA,39,H,M,2,,N,L,G,B,T,2
FL,29,N,F,0,,N,L,F,B,C,2
MI,10,N,F,0,,N,L,F,A,U,4
WA,16,H,F,3,,N,L,E,B,S,2
WA,18,H,F,2,,N,L,F,A,S,2
other,44,H,F,2,,N,L,F,D,R,2
other,40,H,M,3,,N,L,G,C,R,2
MO,43,U,M,2,,N,L,F,D,R,2
other,11,U,M,3,,N,L,E,B,S,1
other,40,U,F,3,,N,L,G,A,T,2
CA,1,H,M,2,12,Y,L,F,A,U,1
other,49,U,F,2,,N,L,E,D,R,2
FL,11,N,F,0,,N,L,F,B,S,1
TX,30,H,M,3,,N,L,F,A,C,3
other,18,H,M,3,,N,L,E,B,S,2
other,28,H,F,3,,N,L,E,B,C,2
CA,31,N,M,0,,N,L,F,A,C,3
other,24,H,M,3,,N,L,E,B,C,1
WA,18,H,F,2,,N,L,F,A,S,2
NC,14,H,M,3,,N,L,F,B,S,1
other,51,N,F,0,,N,L,E,D,R,3
IL,24,H,F,3,,N,L,F,A,C,1
NC,41,U,M,2,,N,L,F,B,T,3
IL,13,N,M,0,,N,L,F,A,S,1
IL,43,H,M,2,,N,L,F,D,R,2
TX,17,H,M,3,,N,L,G,B,S,2
other,12,H,F,2,,N,L,F,B,S,1
IL,8,H,F,2,,Y,L,D,A,U,3
MO,27,H,F,3,,N,L,G,B,C,2
FL,34,N,F,0,,N,L,F,B,T,1
MO,22,U,M,3,,N,L,E,A,C,1
IN,30,N,F,0,,N,L,E,B,C,3
WI,27,U,F,3,,N,L,F,C,C,2
other,12,H,F,2,,N,L,F,A,S,1
other,9,N,M,0,,N,L,F,B,U,3
other,41,U,F,2,,N,L,E,B,T,3
WI,21,H,M,3,,N,L,G,B,S,3
CA,28,H,F,3,12,N,L,G,C,C,2
other,35,U,M,2,,N,L,E,B,T,1
TX,24,H,M,3,,N,L,G,B,C,1
WA,17,H,F,2,,N,L,F,A,S,2
GA,38,N,F,0,,N,L,G,C,T,2
IL,14,H,M,3,,N,L,F,A,S,1
IN,35,H,U,3,,N,L,D,B,T,1
FL,20,H,M,3,,N,L,E,A,S,2
FL,4,U,F,3,,N,L,F,A,U,2
WI,46,H,M,3,,N,L,G,B,R,2
CA,11,H,M,1,,N,L,F,A,S,1
other,18,H,M,3,,N,L,D,A,S,2
TX,48,H,M,2,,N,L,F,D,R,2
other,11,H,M,3,,N,L,E,A,S,1
CA,17,U,F,2,12,N,L,F,A,S,2
FL,30,H,M,3,,N,L,F,B,C,3
CA,25,H,M,3,,N,L,G,B,C,2
WI,42,U,F,1,,Y,L,F,D,R,1
other,44,N,M,0,,N,L,G,B,R,2
CA,10,N,F,0,,N,L,G,A,U,4
IN,18,H,M,3,,N,L,F,B,S,2
other,48,H,F,3,,N,L,E,D,R,2
CA,7,U,F,3,,N,L,F,A,U,2
other,35,H,M,3,,N,L,G,A,T,1
other,24,N,M,0,,N,L,F,B,C,1
other,31,N,M,2,,N,L,E,A,C,3
other,39,U,F,3,,N,L,D,C,T,2
IN,31,H,F,2,,N,L,F,B,C,3
TX,51,U,M,2,,N,L,E,D,R,3
IL,18,U,F,2,,N,L,E,A,S,2
other,49,H,M,3,,N,L,F,D,R,2
NC,26,U,M,2,,N,L,F,B,C,2
other,30,N,F,0,,N,L,F,B,C,3
CA,16,H,M,1,,N,L,F,B,S,2
IL,49,H,F,3,,N,L,F,D,R,2
CA,29,H,F,3,,N,L,F,B,C,2
CA,13,H,F,3,,Y,L,F,A,S,1
other,27,U,M,2,,N,L,G,C,C,2
NC,31,U,M,2,12,N,L,E,B,C,3
other,42,H,F,3,,N,L,G,C,R,1
other,16,H,M,1,,Y,L,F,B,S,2
CA,8,N,F,0,,N,L,F,A,U,3
NC,22,H,F,3,,N,L,E,D,C,1
other,36,N,M,0,,N,L,F,D,T,2
IN,40,H,M,1,,N,L,D,C,T,2
MI,10,U,F,3,,N,L,F,A,U,4
MO,41,U,F,2,,Y,L,D,A,T,3
other,43,U,F,3,,N,L,F,C,R,2
other,47,H,F,2,,N,L,F,D,R,2
WI,11,U,F,3,,N,L,F,B,S,1
other,18,H,F,2,,N,L,F,A,S,2
CA,11,N,F,0,,N,L,F,A,S,1
NC,50,N,M,0,,N,L,F,D,R,3
other,43,H,F,2,,N,L,G,D,R,2
FL,11,H,F,3,,N,L,D,A,S,1
MI,40,N,F,0,,N,L,F,A,T,2
CA,35,H,F,2,,N,L,F,A,T,1
CA,24,H,M,3,,N,L,F,A,C,1
FL,43,N,F,0,,N,L,E,B,R,2
CA,33,N,F,0,,N,L,F,A,C,3
TX,12,U,F,2,,N,L,E,B,S,1
other,11,U,F,3,,N,L,F,B,S,1
TX,30,H,M,1,,N,L,G,B,C,3
CA,2,U,M,2,12,N,L,E,A,U,1
TX,40,H,F,3,,N,L,F,A,T,2
other,4,H,M,1,12,N,L,F,B,U,2
other,17,N,M,0,,N,L,G,B,S,2
TX,53,U,M,3,,N,L,F,D,R,3
WI,48,H,F,2,,N,L,E,D,R,2
WI,51,U,M,2,,N,L,F,C,R,3
IL,2,H,F,3,,N,L,G,A,U,1
other,29,N,M,3,,N,L,E,B,C,2
TX,40,H,F,2,,Y,L,F,A,T,2
CA,27,H,F,2,,N,L,E,C,C,2
other,35,H,M,3,,N,L,F,B,T,1
TX,45,N,F,0,,N,L,D,D,R,2
other,43,N,F,0,,N,L,E,D,R,2
other,40,H,M,3,12,N,L,F,C,R,2
NC,14,H,M,3,,Y,L,F,B,S,1
CA,21,H,F,3,,N,L,F,B,S,3
other,36,U,F,3,,N,L,F,D,T,2
MI,39,U,F,2,12,N,L,D,B,T,2
other,40,N,M,0,,N,L,G,C,T,2
WA,38,H,M,3,,N,L,F,D,T,2
NC,28,H,M,3,,N,L,F,C,C,2
IL,44,N,F,0,,N,L,E,C,R,2
other,18,N,F,0,,N,L,F,B,S,2
IL,48,N,F,0,,N,L,F,D,R,2
GA,39,H,F,3,,N,L,F,A,T,2
other,42,H,F,3,,N,L,F,B,R,1
other,46,H,F,2,,N,L,F,D,R,2
GA,40,N,F,0,,N,L,G,A,R,2
FL,28,H,M,3,,N,L,E,B,C,2
other,41,H,U,3,,N,L,G,C,T,3
other,32,H,M,3,,N,L,F,B,C,3
other,5,H,F,2,,Y,L,E,B,U,2
TX,43,U,F,3,,N,L,E,C,R,2
TX,39,H,F,2,12,Y,L,F,D,T,2
TX,27,H,F,3,,N,L,E,C,C,2
TX,43,U,M,3,,Y,L,E,A,R,2
other,26,N,M,3,,Y,L,E,A,C,2
other,53,U,F,2,,N,L,D,D,R,3
MI,36,H,M,3,,N,L,F,B,T,2
other,53,U,F,3,,N,L,G,D,R,3
WA,36,H,M,2,12,N,L,G,D,T,2
CA,5,H,F,3,,N,L,F,A,U,2
GA,49,N,F,0,,N,L,G,A,R,2
other,2,H,M,1,,N,L,F,B,U,1
other,22,U,F,3,,N,L,G,B,C,1
MO,53,H,M,3,,Y,L,G,D,R,3
IL,36,N,M,0,,N,L,E,D,T,2
other,51,U,F,1,,N,L,G,C,R,3
WA,40,N,F,0,,N,L,D,A,T,2
other,17,U,F,2,,N,L,D,A,S,2
TX,10,H,F,3,,N,L,F,A,U,4
TX,42,U,M,3,,N,L,F,D,R,1
other,30,H,M,3,,N,L,F,B,C,3
TX,18,H,M,3,12,N,L,F,B,S,2
TX,49,H,M,3,,N,L,G,D,R,2
FL,28,N,F,0,,N,L,F,C,C,2
other,13,N,M,0,,N,L,F,B,S,1
GA,41,H,F,3,,N,L,E,D,T,3
CA,13,H,M,3,,N,L,F,A,S,1
CA,11,H,U,3,,N,L,F,A,S,1
TX,38,H,M,3,,N,L,F,B,T,2
IN,28,H,F,3,,N,L,D,C,C,2
WA,40,H,F,2,,N,L,G,C,T,2
WA,43,N,F,0,,N,L,D,B,R,2
IL,11,U,F,3,,N,L,F,A,S,1
TX,40,H,M,3,12,Y,L,F,A,T,2
CA,21,H,M,2,,Y,L,F,A,S,3
CA,24,H,M,3,,N,L,G,A,C,1
other,12,N,M,0,,N,L,G,B,S,1
WA,40,H,M,3,,N,L,E,C,T,2
WI,12,U,F,2,,N,L,F,B,S,1
other,43,U,F,3,,N,L,E,D,R,2
CA,42,H,F,2,,N,L,F,A,R,1
IL,31,U,F,1,,N,L,E,B,C,3
other,32,U,F,3,,N,L,F,B,C,3
CA,35,H,M,3,,N,L,G,A,T,1
IL,18,H,M,3,,N,L,E,A,S,2
TX,12,H,F,3,,N,L,F,C,S,1
other,24,H,M,3,,N,L,G,C,C,1
other,47,H,F,2,,N,L,G,D,R,2
MI,44,U,F,1,,N,L,F,D,R,2
WI,18,H,M,3,,Y,L,F,B,S,2
IL,38,H,F,3,,Y,L,D,A,T,2
other,36,N,F,0,,N,L,E,D,T,2
WA,40,H,F,3,,N,L,F,C,R,2
TX,48,U,M,3,,N,L,F,C,R,2
CA,2,H,M,2,,N,L,G,A,U,1
WI,12,H,M,3,,Y,L,E,B,S,1
TX,49,U,M,3,,N,L,F,D,R,2
FL,7,H,F,2,,N,L,D,A,U,2
CA,2,H,M,3,,Y,L,F,D,U,1
TX,17,U,F,2,,N,L,F,A,S,2
other,46,U,M,1,,N,L,E,C,R,2
NC,41,H,M,3,,Y,L,F,C,T,3
CA,7,N,M,0,,N,L,E,A,U,2
IL,45,U,F,1,,N,L,G,D,R,2
other,14,H,U,1,,N,L,E,A,S,1
NC,40,U,M,3,,N,L,F,C,T,2
other,24,N,M,1,,N,L,E,C,C,1
MI,18,N,F,0,,Y,L,D,A,S,2
IL,15,U,F,3,,N,L,F,A,S,1
WA,18,H,F,1,,N,L,G,A,S,2
other,15,N,F,0,,N,L,F,B,S,1
IL,28,H,M,3,,N,L,G,C,C,2
CA,41,U,F,2,,N,L,G,B,T,3
other,49,H,F,2,,Y,L,F,D,R,2
other,11,H,M,2,,N,L,F,B,S,1
WI,20,H,M,2,,N,L,F,B,S,2
other,40,H,F,3,,N,L,E,C,R,2
other,31,H,F,2,,N,L,F,C,C,3
WA,44,N,M,0,,N,L,G,D,R,2
GA,10,H,F,3,12,N,L,F,A,U,4
other,13,N,F,0,,N,L,F,B,S,1
IL,33,H,F,1,,N,L,F,A,C,3
WI,38,N,F,0,,N,L,E,C,T,2
other,43,U,M,2,,N,L,D,D,R,2
IN,42,U,F,1,,N,L,G,D,R,1
FL,21,H,U,2,,N,L,F,B,S,3
MO,27,H,F,2,,N,L,F,B,C,2
CA,18,N,M,0,,N,L,F,A,S,2
TX,35,H,F,3,,N,L,F,A,T,1
other,43,U,M,3,,N,L,F,C,R,2
other,43,U,M,3,,N,L,G,D,R,2
GA,18,H,M,3,,Y,L,F,A,S,2
CA,40,H,M,1,,N,L,G,A,R,2
IN,21,N,M,0,,N,L,D,B,S,3
FL,29,H,M,3,,N,L,G,A,C,2
CA,20,H,M,2,,N,L,G,A,S,2
WI,45,N,F,0,,N,L,E,B,R,2
other,9,N,F,0,,N,L,F,B,U,3
FL,18,H,F,3,,N,L,F,B,S,2
CA,35,H,F,3,,N,L,G,A,T,1
other,24,H,M,3,,N,L,F,B,C,1
CA,45,N,F,0,,N,L,F,D,R,2
CA,3,H,M,3,,N,L,G,A,U,1
other,16,U,F,2,,N,L,F,A,S,2
MO,51,H,M,2,,N,L,F,D,R,3
other,14,U,F,2,,N,L,F,B,S,1
other,17,H,M,3,,Y,L,E,B,S,2
CA,21,N,M,0,,N,L,G,A,S,3
NC,27,H,F,3,,N,L,E,B,C,2
CA,1,H,F,3,12,N,L,E,A,U,1
TX,17,H,F,3,,N,L,F,A,S,2
other,31,U,M,1,,N,L,F,B,C,3
other,43,U,M,2,,N,L,G,C,R,2
GA,40,H,M,2,,N,L,F,A,T,2
TX,44,H,M,2,,N,L,G,A,R,2
FL,31,U,F,2,,N,L,F,D,C,3
IL,44,H,M,2,,N,L,F,A,R,2
CA,12,H,F,3,,N,L,F,A,S,1
CA,40,H,M,3,,N,L,F,A,R,2
GA,14,N,F,0,,N,L,F,A,S,1
NC,40,H,F,2,,N,L,F,B,T,2
other,34,U,U,1,,N,L,F,C,T,1
WA,18,H,F,2,,N,L,E,A,S,2
other,8,N,M,0,,N,L,E,B,U,3
MI,45,U,M,1,12,N,L,D,D,R,2
other,30,U,M,2,,N,L,G,B,C,3
other,38,U,M,3,,N,L,G,B,T,2
other,39,N,F,0,,N,L,F,C,T,2
IN,44,N,M,0,,N,L,G,A,R,2
GA,14,N,M,0,,N,L,G,A,S,1
MI,49,H,M,3,,N,L,E,D,R,2
other,12,H,M,3,,Y,L,F,B,S,1
IL,1,N,F,0,0,N,L,E,A,U,1
WA,40,N,F,0,,N,L,E,A,R,2
other,46,N,F,0,,N,L,F,D,R,2
CA,10,H,M,3,,N,L,F,A,U,4
CA,24,H,M,3,,N,L,F,A,C,1
CA,2,H,F,3,,N,L,F,A,U,1
other,39,U,F,1,,N,L,E,B,T,2
CA,23,H,F,1,12,N,L,E,A,C,1
FL,27,H,F,1,,N,L,E,B,C,2
other,45,H,M,2,,N,L,E,B,R,2
other,41,N,F,0,,N,L,F,C,T,3
IL,10,N,F,0,12,N,L,E,A,U,4
WA,21,N,M,0,,N,L,F,B,S,3
GA,42,N,F,0,,N,L,F,D,R,1
other,41,N,F,0,12,Y,L,E,C,T,3
TX,22,U,M,3,,N,L,F,A,C,1
FL,47,H,F,2,,N,L,G,A,R,2
CA,17,H,F,3,,Y,L,F,A,S,2
other,52,N,F,0,,N,L,F,B,R,3
other,49,N,M,0,,N,L,D,D,R,2
IL,27,H,F,3,,N,L,F,A,C,2
other,43,U,M,3,,N,L,F,D,R,2
TX,21,H,M,3,,N,L,F,A,S,3
FL,28,H,F,2,,N,L,F,B,C,2
CA,1,U,F,2,,N,L,F,A,U,1
TX,15,U,F,1,,N,L,G,A,S,1
FL,35,H,F,3,,N,L,F,B,T,1
other,47,U,F,2,,N,L,F,C,R,2
GA,40,H,M,3,,N,L,G,A,T,2
other,25,H,F,3,,N,L,F,C,C,2
TX,18,H,F,3,,Y,L,E,B,S,2
other,7,H,F,2,,N,L,F,B,U,2
other,45,U,F,2,,N,L,D,D,R,2
other,45,N,F,0,,N,L,F,D,R,2
other,31,U,F,2,,N,L,G,B,C,3
MO,30,H,F,3,,N,L,G,B,C,3
FL,30,N,F,0,,N,L,F,B,C,3
WA,25,N,F,0,,N,L,D,D,C,2
GA,35,H,M,2,,N,L,F,A,T,1
other,42,N,F,0,,N,L,F,D,R,1
IL,49,N,M,0,,N,L,F,C,R,2
TX,45,U,F,2,,N,L,F,C,R,2
CA,8,U,F,2,,N,L,F,A,U,3
IN,11,H,M,2,,N,L,G,B,S,1
other,31,U,F,1,,N,L,E,C,C,3
IL,24,H,F,3,,N,L,E,B,C,1
MI,24,H,M,1,,N,L,F,A,C,1
other,36,U,M,3,,N,L,F,D,T,2
FL,3,N,M,0,,N,L,E,A,U,1
IN,44,H,F,2,,N,L,E,C,R,2
TX,16,H,M,3,,Y,L,E,B,S,2
MI,51,N,M,0,,N,L,E,C,R,3
FL,29,H,F,3,12,N,L,E,A,C,2
other,21,H,F,3,,N,L,D,B,S,3
GA,34,H,M,3,,N,L,F,D,T,1
other,38,H,F,3,,N,L,G,C,T,2
CA,27,H,F,3,,N,L,D,A,C,2
other,49,U,F,2,,N,L,E,D,R,2
FL,18,H,F,3,,Y,L,F,B,S,2
NC,40,U,M,3,,N,L,D,B,R,2
CA,40,H,F,3,,N,L,F,C,T,2
FL,26,H,F,3,,N,L,F,C,C,2
CA,19,H,F,3,,N,L,F,A,S,2
MI,49,U,F,3,,N,L,E,D,R,2
other,36,H,M,3,,N,L,F,D,T,2
other,43,N,F,0,,N,L,F,C,R,2
CA,42,H,M,2,,N,L,F,B,R,1
CA,23,H,F,1,,N,L,F,A,C,1
other,43,H,F,3,,N,L,E,D,R,2
other,45,H,U,3,,N,L,F,D,R,2
FL,40,H,M,3,,N,L,G,B,T,2
IL,23,N,F,0,,N,L,E,A,C,1
other,14,H,F,2,,N,L,F,A,S,1
WI,36,N,F,0,,N,L,F,D,T,2
FL,16,H,F,3,,N,L,F,B,S,2
NC,47,N,F,0,,N,L,F,D,R,2
CA,12,N,F,0,,N,L,F,B,S,1
GA,46,U,M,3,,N,L,F,D,R,2
other,36,H,M,2,,N,L,E,D,T,2
TX,48,N,M,0,,N,L,F,D,R,2
TX,49,H,F,3,,N,L,F,A,R,2
CA,7,H,M,3,,N,L,E,A,U,2
MI,30,H,F,2,,N,L,E,C,C,3
FL,12,N,F,0,,N,L,E,B,S,1
other,26,H,F,3,,Y,L,F,B,C,2
other,15,U,F,2,,N,L,D,B,S,1
NC,39,U,M,3,,Y,L,G,C,T,2
CA,17,U,F,2,,N,L,E,A,S,2
other,35,H,M,2,,N,L,G,B,T,1
IL,27,H,M,2,,N,L,F,A,C,2
GA,35,H,F,2,,N,L,D,A,T,1
CA,3,H,M,3,,Y,L,E,A,U,1
MI,36,H,F,3,,N,L,E,D,T,2
TX,46,U,F,2,,N,L,E,D,R,2
NC,41,H,F,3,,N,L,G,C,T,3
other,12,H,F,3,,N,L,F,B,S,1
NC,28,H,F,3,,N,L,F,B,C,2
TX,45,H,F,2,,N,L,F,D,R,2
other,43,N,M,0,,N,L,F,D,R,2
other,33,N,M,0,12,N,L,F,C,C,3
CA,13,H,F,3,,Y,L,G,A,S,1
FL,1,H,U,3,,N,L,F,C,U,1
other,31,N,F,0,,N,L,E,B,C,3
other,35,N,F,0,,N,L,F,B,T,1
CA,34,H,F,2,,N,L,F,A,T,1
TX,44,H,M,3,,N,L,F,A,R,2
other,5,H,M,2,,N,L,F,B,U,2
other,40,H,M,3,,N,L,E,B,T,2
TX,35,U,M,3,,N,L,E,B,T,1
CA,7,H,M,3,,Y,L,G,A,U,2
CA,13,U,U,2,,N,L,F,A,S,1
TX,33,U,M,3,,N,L,E,C,C,3
FL,18,H,M,3,,Y,L,E,B,S,2
other,33,N,M,0,,N,L,D,D,C,3
FL,36,H,F,3,,N,L,E,C,T,2
other,49,U,F,2,,Y,L,E,C,R,2
CA,11,N,F,0,,N,L,E,A,S,1
other,45,H,M,3,,Y,L,E,D,R,2
TX,6,N,M,0,,N,L,E,B,U,2
IL,27,H,F,3,,N,L,G,A,C,2
CA,7,H,U,2,,N,L,D,A,U,2
CA,44,N,M,0,,N,L,E,C,R,2
NC,24,U,M,1,,Y,L,F,C,C,1
TX,30,H,F,3,,Y,L,F,C,C,3
FL,26,N,F,0,,N,L,F,B,C,2
CA,3,H,F,3,,N,L,F,A,U,1
IL,36,U,F,2,,N,L,G,A,T,2
IL,27,H,F,2,12,N,L,G,A,C,2
CA,11,U,M,3,,N,L,F,A,S,1
IN,44,H,F,3,,N,L,F,B,R,2
other,8,H,M,3,,N,L,E,B,U,3
MI,10,H,F,3,,N,L,F,A,U,4
GA,13,H,F,2,,N,L,E,A,S,1
other,23,H,M,3,,N,L,G,D,C,1
TX,24,H,M,2,,N,L,E,B,C,1
CA,26,N,M,0,,N,L,F,A,C,2
CA,25,H,F,3,,N,L,F,C,C,2
TX,12,U,M,3,,N,L,G,A,S,1
CA,1,N,F,0,,N,L,F,A,U,1
CA,20,H,M,2,,N,L,D,A,S,2
GA,27,H,F,3,,Y,L,F,B,C,2
CA,13,H,F,1,,N,L,G,A,S,1
FL,40,U,M,3,,N,L,G,C,R,2
CA,13,H,F,3,,N,L,E,B,S,1
IL,36,H,M,3,,N,L,E,D,T,2
other,30,H,F,3,,N,L,G,C,C,3
WI,13,H,F,3,,N,L,F,B,S,1
NC,30,N,F,0,,N,L,E,C,C,3
other,33,U,M,2,,N,L,F,A,C,3
MI,48,N,F,0,,N,L,E,A,R,2
GA,15,H,F,2,,N,L,F,A,S,1
FL,42,H,F,2,,Y,L,F,D,R,1
TX,52,U,F,2,,N,L,E,D,R,3
CA,8,H,M,3,,N,L,G,A,U,3
other,45,H,F,2,,N,L,F,D,R,2
FL,39,H,M,1,,N,L,E,B,T,2
CA,27,H,F,2,12,N,L,E,A,C,2
MI,5,H,F,3,12,N,L,F,A,U,2
NC,50,H,F,2,,N,L,E,D,R,3
other,25,N,F,0,,N,L,G,C,C,2
other,40,U,M,1,12,N,L,F,C,R,2
other,14,H,M,3,,N,L,E,B,S,1
CA,3,N,M,0,,N,L,F,B,U,1
FL,28,N,F,0,,N,L,E,C,C,2
IL,35,H,F,1,,N,L,F,A,T,1
TX,40,U,M,2,,N,L,F,D,T,2
TX,15,N,M,0,,Y,L,F,B,S,1
CA,37,N,M,0,,N,L,F,A,T,2
CA,1,N,F,2,,N,L,G,A,U,1
CA,14,H,M,3,,N,L,E,A,S,1
IL,50,U,F,3,,N,L,F,D,R,3
TX,28,H,F,1,,Y,L,E,C,C,2
IN,30,H,F,3,,N,L,F,B,C,3
TX,18,H,M,3,,N,L,E,A,S,2
other,42,N,F,0,,N,L,E,C,R,1
CA,2,H,F,1,,N,L,G,A,U,1
MI,49,H,F,3,,N,L,G,D,R,2
other,36,H,F,3,,N,L,G,B,T,2
other,38,H,F,3,12,N,L,F,C,T,2
TX,40,U,F,3,,N,L,E,B,R,2
CA,39,H,M,2,12,N,L,F,A,T,2
FL,21,U,F,2,,N,L,E,B,S,3
other,27,H,F,3,,N,L,G,B,C,2
other,36,N,F,0,,N,L,E,C,T,2
TX,24,H,F,3,,N,L,F,A,C,1
NC,36,U,F,2,,N,L,F,B,T,2
IL,1,H,M,2,,N,L,G,A,U,1
other,8,H,M,3,12,N,L,D,B,U,3
other,27,H,M,3,,N,L,F,C,C,2
NC,43,U,M,3,,N,L,F,B,R,2
other,39,H,F,3,,Y,L,D,B,T,2
CA,49,N,F,0,,N,L,F,C,R,2
other,28,U,F,3,,N,L,F,A,C,2
other,51,N,F,0,,N,L,F,D,R,3
IN,35,N,M,0,,N,L,F,B,T,1
WI,53,N,F,0,,N,L,E,D,R,3
MO,27,H,F,3,,Y,L,D,C,C,2
TX,36,N,M,0,,N,L,E,A,T,2
FL,2,H,M,2,,N,L,F,A,U,1
other,35,H,F,3,,N,L,F,A,T,1
other,42,H,F,3,,N,L,F,B,R,1
MO,36,U,F,3,12,N,L,F,D,T,2
IN,21,H,F,3,,N,L,E,B,S,3
other,40,H,F,3,,N,L,E,C,R,2
other,53,U,F,3,,N,L,F,D,R,3
CA,2,H,F,1,,N,L,G,A,U,1
CA,24,H,M,2,,N,L,F,A,C,1
IN,5,H,M,3,,N,L,G,B,U,2
WI,46,H,M,3,,N,L,F,D,R,2
CA,1,N,F,0,,N,L,D,A,U,1
FL,21,H,M,3,,N,L,D,B,S,3
CA,30,H,M,3,,N,L,E,A,C,3
other,28,H,M,3,,Y,L,F,D,C,2
other,36,H,F,3,,N,L,G,D,T,2
FL,31,N,F,0,,N,L,G,A,C,3
TX,28,H,F,3,,N,L,E,A,C,2
WA,40,N,M,0,,N,L,E,C,T,2
IN,34,N,F,0,,N,L,F,C,T,1
other,14,H,F,3,,Y,L,F,B,S,1
CA,5,H,F,3,,N,L,F,A,U,2
other,34,H,M,2,,Y,L,F,D,T,1
TX,41,U,M,3,,N,L,F,A,T,3
CA,17,U,F,2,,N,L,F,A,S,2
FL,13,N,F,0,,N,L,G,A,S,1
GA,12,H,M,3,,N,L,F,A,S,1
IN,36,N,F,0,,N,L,E,D,T,2
MI,10,H,U,2,,N,L,F,A,U,4
FL,23,H,F,3,,N,L,F,A,C,1
MO,24,H,M,3,12,N,L,E,A,C,1
CA,15,H,M,3,12,N,L,F,A,S,1
other,2,H,F,3,0,N,L,G,B,U,1
other,45,H,M,3,,N,L,G,D,R,2
CA,43,U,M,2,,N,L,F,C,R,2
other,36,U,F,1,,N,L,E,D,T,2
other,45,H,M,3,,N,L,F,D,R,2
CA,31,U,M,3,,Y,L,F,B,C,3
other,49,H,F,2,,N,L,F,C,R,2
GA,31,U,M,2,,N,L,G,A,C,3
other,44,N,M,0,,N,L,E,A,R,2
IL,18,U,F,1,,Y,L,G,A,S,2
CA,8,N,F,0,,N,L,G,A,U,3
CA,37,U,F,3,,N,L,E,A,T,2
other,49,H,M,1,12,Y,L,G,B,R,2
GA,39,H,F,3,,Y,L,F,C,T,2
FL,37,N,F,0,,N,L,G,C,T,2
other,14,H,F,3,12,N,L,D,B,S,1
other,48,U,F,3,,N,L,E,D,R,2
MO,36,H,F,3,,N,L,F,B,T,2
FL,53,U,M,2,,N,L,E,B,R,3
CA,2,H,M,2,,N,L,F,A,U,1
TX,30,H,M,3,,N,L,F,A,C,3
CA,2,H,F,3,,N,L,F,A,U,1
IL,26,U,M,3,,N,L,F,B,C,2
FL,20,N,U,0,,N,L,E,B,S,2
TX,40,H,F,2,,N,L,D,A,T,2
other,7,H,F,3,,N,L,F,B,U,2
other,15,N,F,0,,N,L,E,B,S,1
FL,35,H,F,3,,N,L,F,A,T,1
other,34,N,M,0,,N,L,F,D,T,1
FL,29,H,M,3,,N,L,G,C,C,2
IN,30,H,M,3,,N,L,E,C,C,3
other,20,H,M,3,,N,L,D,A,S,2
CA,1,N,F,0,,N,L,G,A,U,1
MI,14,H,M,3,,N,L,F,A,S,1
other,22,U,F,1,,N,L,D,B,C,1
FL,9,U,F,2,,N,L,E,A,U,3
TX,27,H,M,2,,N,L,F,A,C,2
FL,35,H,F,3,,N,L,F,B,T,1
CA,13,H,F,3,,N,L,E,A,S,1
WI,20,H,F,3,,N,L,G,B,S,2
WI,21,H,F,3,,N,L,F,B,S,3
other,50,N,M,0,,N,L,E,D,R,3
FL,20,U,F,3,,N,L,F,A,S,2
NC,49,H,F,2,,N,L,F,D,R,2
FL,51,N,F,0,,N,L,F,B,R,3
other,36,H,M,3,,Y,L,F,D,T,2
other,30,H,M,2,,Y,L,E,D,C,3
WI,20,H,F,2,,N,L,G,B,S,2
GA,43,U,F,1,,N,L,G,D,R,2
WI,36,H,M,3,,N,L,E,D,T,2
FL,29,H,F,3,,N,L,E,C,C,2
IN,45,U,F,3,12,N,L,E,D,R,2
CA,9,N,M,0,,N,L,D,A,U,3
FL,12,N,F,0,,N,L,G,A,S,1
other,14,H,M,3,,N,L,G,B,S,1
other,50,N,M,0,,N,L,G,D,R,3
WA,35,U,M,1,,N,L,F,C,T,1
other,34,U,M,3,,N,L,G,D,T,1
other,23,U,F,1,,N,L,G,C,C,1
other,35,H,F,3,,N,L,F,C,T,1
WA,36,H,F,3,,N,L,F,D,T,2
TX,45,N,M,0,,N,L,G,D,R,2
IN,45,H,F,3,,N,L,F,D,R,2
MI,2,H,M,3,,N,L,G,A,U,1
FL,5,H,F,3,12,N,L,E,A,U,2
NC,36,H,F,2,,Y,L,E,B,T,2
FL,31,N,F,0,,N,L,F,C,C,3
TX,1,U,F,2,,N,L,G,A,U,1
TX,35,H,F,2,12,N,L,G,A,T,1
other,22,H,F,3,,N,L,G,C,C,1
MI,39,H,F,3,,N,L,F,B,T,2
CA,40,N,M,0,,N,L,F,A,R,2
WA,11,H,M,3,12,N,L,F,B,S,1
other,11,U,F,3,,N,L,E,A,S,1
CA,16,H,F,3,,N,L,E,B,S,2
other,27,H,M,2,,N,L,F,C,C,2
NC,34,H,F,3,,Y,L,G,B,T,1
NC,27,H,F,2,,N,L,F,D,C,2
NC,40,N,F,0,,N,L,G,B,T,2
TX,11,H,F,2,,N,L,G,A,S,1
